filename,actor_id,sentence_text,emotion_text,emotion_level_text
d027efe7-5f1c-4ad3-b2c6-03e1eb5fd1ab,1001,I think I have a doctor's appointment,Sad,Unspecified
45e2f201-e642-4fdb-ae9a-f64c28c00754,1001,I think I've seen this before,Anger,Unspecified
c13af549-fb29-4998-988b-21d5aab23991,1001,I think I've seen this before,Disgust,Unspecified
108db7a3-d418-4071-acfc-532f49851b0b,1001,I think I've seen this before,Fear,Unspecified
1f307604-6b74-4195-8284-dd6e02629999,1001,I think I've seen this before,Happy/Joy,Unspecified
29e455a6-cabb-42ac-9dbb-a87efebd53c5,1001,I think I've seen this before,Neutral,Unspecified
1d976685-e18b-4bf8-bf0f-381bf8ee0412,1001,I think I've seen this before,Sad,Unspecified
0f60e23d-2ca1-4e17-b932-4a59ad6222bd,1001,I would like a new alarm clock,Anger,Unspecified
39ecdce4-94f1-49bf-a0bf-e996804053f4,1001,I would like a new alarm clock,Disgust,Unspecified
45d16791-7025-4156-aa4d-afc63ba2fe87,1001,I would like a new alarm clock,Fear,Unspecified
a7a8d4ad-0132-46f2-9e95-1092f4256898,1001,I would like a new alarm clock,Happy/Joy,Unspecified
bdb8997e-17e8-4a29-b4d7-21f074a2280f,1001,I would like a new alarm clock,Neutral,Unspecified
cfb44165-3263-4923-94e5-008ee9678408,1001,I would like a new alarm clock,Sad,Unspecified
83db3869-ac29-4675-9237-be83c3556ffa,1001,I wonder what this is about,Anger,Unspecified
10e4091f-dee2-46bb-9b56-2237a675edbd,1001,I wonder what this is about,Disgust,Unspecified
b625523a-ea0f-4b3b-b4c7-5f149f302386,1001,I wonder what this is about,Fear,Unspecified
fbdaabb7-787f-463f-ad91-b739029892d0,1001,I wonder what this is about,Happy/Joy,Unspecified
c109a2ad-98fc-4d98-9ba6-8ee1f7542486,1001,I wonder what this is about,Neutral,Unspecified
13bf5463-6222-4641-8ecf-58f207c92490,1001,I wonder what this is about,Sad,Unspecified
a63d33b4-f27f-435f-9823-c3287670549e,1001,Maybe tomorrow it will be cold,Anger,Unspecified
511ad202-9b88-4fd1-b50a-5d1437fea8e0,1001,Maybe tomorrow it will be cold,Disgust,Unspecified
4a9b7bb1-0fd5-4259-b507-8d072e4c1b59,1001,Maybe tomorrow it will be cold,Fear,Unspecified
53944b71-f176-44ad-b72f-9a084c75776d,1001,Maybe tomorrow it will be cold,Happy/Joy,Unspecified
e2423579-7117-4c03-922b-fc0799ed8c5a,1001,Maybe tomorrow it will be cold,Neutral,Unspecified
2bf0e5ee-c04f-4eca-aa97-ffc9b67647e3,1001,Maybe tomorrow it will be cold,Sad,Unspecified
7b005438-67c6-4b98-b1c0-282427b377d4,1001,The airplane is almost full,Anger,Unspecified
d1830376-ef3d-4a46-aa09-2890bffc478a,1001,The airplane is almost full,Disgust,Unspecified
2535d712-b5c2-4a9e-be9a-89d32331196f,1001,The airplane is almost full,Fear,Unspecified
c4eb4692-948d-4914-9ad6-b2d0535fba95,1001,The airplane is almost full,Happy/Joy,Unspecified
1d9aee59-7e01-4500-8884-d6bfd985f292,1001,The airplane is almost full,Neutral,Unspecified
7c8f70f8-1778-4f9b-9f81-872b650ef510,1001,The airplane is almost full,Sad,Unspecified
b2de1055-9b77-4136-9463-8ad9b20b2c64,1001,That is exactly what happened,Anger,Unspecified
b7a61bb2-2278-47e9-b1bd-bf6d8ec6a209,1001,That is exactly what happened,Disgust,Unspecified
72199350-5c6b-4c32-bab2-ae09fd3539aa,1001,That is exactly what happened,Fear,Unspecified
3b6b8d00-8af0-4978-909f-5b4cb6760773,1001,That is exactly what happened,Happy/Joy,Unspecified
6713b166-fbd6-48ac-85a6-50a4015018f4,1001,That is exactly what happened,Neutral,Unspecified
14ed97c7-c986-41bc-ac7d-a63ebd64c0ca,1001,That is exactly what happened,Sad,Unspecified
537578c0-e9da-44ad-ae4b-483fb60a56ee,1001,The surface is slick,Anger,Unspecified
4609c253-3b0d-44a6-9293-8f1b6161e700,1001,The surface is slick,Disgust,Unspecified
33836d96-bb24-4eb4-bbb4-800748f63004,1001,The surface is slick,Fear,Unspecified
e2d8f523-1275-4e8a-b0ec-d0d1225e7c4e,1001,The surface is slick,Happy/Joy,Unspecified
6483f185-30fb-4c90-a538-52b21aa053f1,1001,The surface is slick,Neutral,Unspecified
3e0c37b5-a7fa-4ee0-a4e7-a3190bc1ffd7,1001,The surface is slick,Sad,Unspecified
ce00f781-c89f-4b4d-b2ef-5df288587e52,1001,We'll stop in a couple of minutes,Anger,Unspecified
192ee735-3021-4eb2-88e1-271cd9f71410,1001,We'll stop in a couple of minutes,Disgust,Unspecified
96ee1fcf-f76f-43de-82c0-6ddad3ee6056,1001,We'll stop in a couple of minutes,Fear,Unspecified
331795af-c228-47df-bb9d-dc247a9e489f,1001,We'll stop in a couple of minutes,Happy/Joy,Unspecified
e0ec833d-1b30-423f-9d95-1f5bd9f8fb94,1001,We'll stop in a couple of minutes,Neutral,Unspecified
4aacbf62-a9bf-4e9f-9fc1-e1c125f4ffa2,1001,We'll stop in a couple of minutes,Sad,Unspecified
1230e33a-a258-495c-b0fa-8257ea6768e3,1002,Don't forget a jacket,Anger,Unspecified
9e5f4a64-3c26-410f-b478-1cba9d5cd500,1002,Don't forget a jacket,Disgust,Unspecified
88812b92-7bf6-4213-b409-57c611bd3e9c,1002,Don't forget a jacket,Fear,Unspecified
38d6ac70-4ee3-4df5-b4d8-b0dff19d741f,1002,Don't forget a jacket,Happy/Joy,Unspecified
de6e56c9-8b0d-41d8-9859-a60523c8cd90,1002,Don't forget a jacket,Neutral,Unspecified
a786288d-9ae7-4cb7-9436-56371dbd96c6,1002,Don't forget a jacket,Sad,Unspecified
7222dada-dc51-45d4-8f30-2d5e412bddc1,1002,It's eleven o'clock,Anger,High
c7d0574e-2b98-4d17-b780-686be024dab8,1002,It's eleven o'clock,Anger,Low
f7d1b4eb-faab-4e3e-9172-aa73fd105161,1002,It's eleven o'clock,Anger,Medium
de879565-1d09-4bb8-b841-3c3a4eb8ae09,1002,It's eleven o'clock,Disgust,High
90d840cd-b008-4ec8-ba09-df5a9d7ae60c,1002,It's eleven o'clock,Disgust,Low
ff27d113-114b-45e1-ac94-86babeb4389e,1002,It's eleven o'clock,Disgust,Medium
268a2bed-4074-4406-95e9-12b80bbfe38e,1002,It's eleven o'clock,Fear,High
26787d29-b221-4dc1-8b71-e663cb45d79d,1002,It's eleven o'clock,Fear,Low
14daee63-5003-404f-96c0-bcfe358bc24f,1002,It's eleven o'clock,Fear,Medium
f474deaa-4596-4b2f-9ec8-22d627711686,1002,It's eleven o'clock,Happy/Joy,High
6a8bbaec-0303-4c77-9b13-0751a1dcf1f9,1002,It's eleven o'clock,Happy/Joy,Low
d4463eb1-f668-4bcd-be66-dc64c524a3e3,1002,It's eleven o'clock,Happy/Joy,Medium
6f8e92a6-db5b-46cd-88f4-f008a7cf2f66,1002,It's eleven o'clock,Neutral,Unspecified
9ea7df04-32b9-44a0-850d-62e934ab01ff,1002,It's eleven o'clock,Sad,High
9437ad94-0b2e-4015-a96e-f7e5897f0639,1002,It's eleven o'clock,Sad,Low
d74a2b1e-779b-45c5-bd65-fe118c567ab5,1002,It's eleven o'clock,Sad,Medium
6a8d6590-9269-45b2-97b9-bbd6046d58d0,1002,I'm on my way to the meeting,Anger,Unspecified
d355546b-2033-44ec-b41f-7db5d52032f8,1002,I'm on my way to the meeting,Disgust,Unspecified
ea45f104-7a5f-4205-a466-96c92038b832,1002,I'm on my way to the meeting,Fear,Unspecified
2729062f-323e-45ad-8a71-3e3f3ec1df3f,1002,I'm on my way to the meeting,Happy/Joy,Unspecified
82a32c38-55df-42bc-9800-75aa78c2a78b,1002,I'm on my way to the meeting,Neutral,Unspecified
af7182af-7a81-4ca6-bac3-4b72f3762bcc,1002,I'm on my way to the meeting,Sad,Unspecified
0ffbc8ac-20f9-432f-b79f-df26f065ae49,1002,I think I have a doctor's appointment,Anger,Unspecified
591c3390-9439-4fb5-9d4c-d1a11780c832,1002,I think I have a doctor's appointment,Disgust,Unspecified
0f92e1b7-4a6c-4aaa-b165-1f762ccf6a15,1002,I think I have a doctor's appointment,Fear,Unspecified
8fa338fa-6420-4289-a024-fc573ee9433a,1002,I think I have a doctor's appointment,Happy/Joy,Unspecified
165c2c45-4372-48ed-8def-9003db742086,1002,I think I have a doctor's appointment,Neutral,Unspecified
8f8f110e-e724-459f-ab74-d545bfd58823,1002,I think I have a doctor's appointment,Sad,Unspecified
73e66497-6704-46cd-84d7-c2a0636d641d,1002,I think I've seen this before,Anger,Unspecified
13c83c0a-01e2-4881-93c9-cc0c86c49305,1002,I think I've seen this before,Disgust,Unspecified
d2276211-7840-4bc1-8588-3108b07d84ca,1002,I think I've seen this before,Fear,Unspecified
cdf68071-fb5f-4642-b073-7444a757ce19,1002,I think I've seen this before,Happy/Joy,Unspecified
5822523a-2571-478f-8b14-7ed9a75c9a1e,1002,I think I've seen this before,Neutral,Unspecified
b2f4f6c6-c5cb-44cb-990a-43ceccdf7cb1,1002,I think I've seen this before,Sad,Unspecified
d1bc4a26-ca50-4c58-a554-a73659bc1aae,1002,I would like a new alarm clock,Anger,Unspecified
3ff092a0-030a-4ca3-b48b-4d1a0fc5aef7,1002,I would like a new alarm clock,Disgust,Unspecified
a2fb3718-c919-40f6-abde-db6200ed175d,1002,I would like a new alarm clock,Fear,Unspecified
bb0c745e-14f0-483f-ae20-dec6121391a0,1002,I would like a new alarm clock,Happy/Joy,Unspecified
c6f2e211-0c38-4c40-8181-72a85ef4f0f7,1002,I would like a new alarm clock,Neutral,Unspecified
5ae2e564-a22b-452f-b835-e9ea96ae3c62,1002,I would like a new alarm clock,Sad,Unspecified
0cf50b1c-bc06-43ba-9e3f-f7fe49793f53,1002,I wonder what this is about,Anger,Unspecified
b21e38da-28ae-4f09-945e-22245595f048,1002,I wonder what this is about,Disgust,Unspecified
f2ae2513-a5e3-45f2-b123-585813928728,1002,I wonder what this is about,Fear,Unspecified
0e435ba3-5953-405b-ad53-f532915158ae,1002,I wonder what this is about,Happy/Joy,Unspecified
c3352ecf-1a39-4f32-8db3-4445f23ca93a,1002,I wonder what this is about,Neutral,Unspecified
b5b5876d-fd6e-47cd-92de-12a226c9ede4,1002,I wonder what this is about,Sad,Unspecified
9c099634-8450-429e-b2fb-613d90fdaa81,1002,Maybe tomorrow it will be cold,Anger,Unspecified
2d338fba-18ed-4c1f-b0b5-ea286d9083cf,1002,Maybe tomorrow it will be cold,Disgust,Unspecified
04865ec6-b2fb-4c3e-bb52-76cce5926ee3,1002,Maybe tomorrow it will be cold,Fear,Unspecified
0a3b6854-c5a7-4aa9-80c0-62fc57295609,1002,Maybe tomorrow it will be cold,Happy/Joy,Unspecified
8aa3eaba-05d0-4d8d-8e45-d41fc08a1ab4,1002,Maybe tomorrow it will be cold,Neutral,Unspecified
297ffce5-7572-4e78-b7be-dc8ab04d74bc,1002,Maybe tomorrow it will be cold,Sad,Unspecified
4cbd5f0c-498f-41a7-9550-f3dffa652a18,1002,The airplane is almost full,Anger,Unspecified
87326528-59ed-4ccb-8450-db2bc9c7a173,1002,The airplane is almost full,Disgust,Unspecified
faebf639-8530-492a-84c3-9c66871161fb,1002,The airplane is almost full,Fear,Unspecified
f3212806-2348-4e56-aa8d-68301297ab90,1002,The airplane is almost full,Happy/Joy,Unspecified
12405927-e856-43cd-9726-fcb0e5418887,1002,The airplane is almost full,Neutral,Unspecified
a99d7df0-2917-435b-bc75-38ee478d0e34,1002,The airplane is almost full,Sad,Unspecified
d4f1973e-4324-4136-837f-255584772247,1002,That is exactly what happened,Anger,Unspecified
207e1e03-536d-4952-8f84-8c66fa9c0bec,1002,That is exactly what happened,Disgust,Unspecified
ebc97192-6d0a-4b6d-87ca-5dbdbc296fd7,1002,That is exactly what happened,Fear,Unspecified
dafda60a-6371-460f-b518-cd0ea699df51,1002,That is exactly what happened,Happy/Joy,Unspecified
7dd00728-a1d5-4769-972b-0774f6ebfb8a,1002,That is exactly what happened,Sad,Unspecified
af4420ba-db59-4f83-822c-17cac6f3536b,1002,The surface is slick,Anger,Unspecified
738511ad-9dee-48c4-bfa0-b6adaf3e16e1,1002,The surface is slick,Disgust,Unspecified
6fae1a53-4df3-44e2-be19-0dae615cca16,1002,The surface is slick,Fear,Unspecified
ca50d610-b2f0-4796-a2eb-8b478fbac047,1002,The surface is slick,Happy/Joy,Unspecified
047c84b7-1f61-4d92-9a3e-d9fa3be3fd2b,1002,The surface is slick,Neutral,Unspecified
874f9a6d-7131-4c38-ab5f-a875b155da00,1002,The surface is slick,Sad,Unspecified
9b78204c-5182-499c-aef0-724dc807b2de,1002,We'll stop in a couple of minutes,Anger,Unspecified
e82780c2-f210-4940-a68a-09185e510fd9,1002,We'll stop in a couple of minutes,Disgust,Unspecified
377e198d-44a1-4b66-a7ba-dc8eec201dc6,1002,We'll stop in a couple of minutes,Fear,Unspecified
39800b75-3738-44fe-ac8f-2672a3f3ae5c,1002,We'll stop in a couple of minutes,Happy/Joy,Unspecified
5b615adb-fa5a-4cfd-8815-726174b0fdf8,1002,We'll stop in a couple of minutes,Neutral,Unspecified
5e115e2a-d65e-4a65-9184-d9303e31154f,1002,We'll stop in a couple of minutes,Sad,Unspecified
4e7309c0-5b02-4023-b4b1-3151b9258dcd,1003,Don't forget a jacket,Anger,Unspecified
b4a5ddca-8668-4590-8fe6-06580c46477b,1003,Don't forget a jacket,Disgust,Unspecified
620c2596-2e72-4476-8acc-c670611a88d3,1003,Don't forget a jacket,Fear,Unspecified
98da24fe-05ab-4536-b6b8-0dcb5f14ec7c,1003,Don't forget a jacket,Happy/Joy,Unspecified
cd27ece6-477f-4204-b829-efc7b5cdbfa5,1003,Don't forget a jacket,Neutral,Unspecified
984b7ce1-e883-4818-ab93-b32d99466cde,1003,Don't forget a jacket,Sad,Unspecified
ab242d63-0bfc-4478-80b2-9f9e87cfe2a1,1003,It's eleven o'clock,Anger,High
2a74f6ff-8618-41dd-b5a8-e2fcaebd9ab1,1003,It's eleven o'clock,Anger,Low
46b5dc58-5ddd-45a2-88c9-8a300f9267eb,1003,It's eleven o'clock,Anger,Medium
e5d15551-611c-4b36-918c-7fc42f24e531,1003,It's eleven o'clock,Disgust,High
0b2ddf40-f1e3-4a0f-832a-fcb317466fcd,1003,It's eleven o'clock,Disgust,Low
99ea3a78-a174-4a9f-a858-a2b02725654f,1003,It's eleven o'clock,Disgust,Medium
c690e3a1-e44e-40c5-94ff-67f4e2418667,1003,It's eleven o'clock,Fear,High
92e9eb15-336f-4bd9-8b09-d0503f0acdc1,1003,It's eleven o'clock,Fear,Low
1c916cc4-f382-4815-b93c-931f9797acf6,1003,It's eleven o'clock,Fear,Medium
ce7001d6-5131-4be8-ab32-1242c72c2066,1003,It's eleven o'clock,Happy/Joy,High
36bff8c6-b145-459f-907f-40efaa8d8add,1003,It's eleven o'clock,Happy/Joy,Low
19c7008e-0f35-4452-8592-4f96d2869ed8,1003,It's eleven o'clock,Happy/Joy,Medium
4c3481da-13a9-480a-86a7-f4eb6775b720,1003,It's eleven o'clock,Neutral,Unspecified
e8203594-1b42-42fc-817d-b8bfb56f2baf,1003,It's eleven o'clock,Sad,High
d141ed9e-fdf3-49c6-a62d-8c0ef1b8eb33,1003,It's eleven o'clock,Sad,Low
e9b893b1-5989-429b-84d3-0e5de306e71c,1003,It's eleven o'clock,Sad,Medium
3a2593a6-95f1-4c82-962f-5b7f7566ae04,1003,I'm on my way to the meeting,Anger,Unspecified
14a692f4-55b7-4fca-a9a8-0ebd893ac90b,1003,I'm on my way to the meeting,Disgust,Unspecified
43d545c4-7775-445d-90bf-f45513f5034f,1003,I'm on my way to the meeting,Fear,Unspecified
bd6ebe16-be84-4eca-a25f-cfb8a6cd71b8,1003,I'm on my way to the meeting,Happy/Joy,Unspecified
af6a70b0-d494-4ca4-9dc7-fbcd18792817,1003,I'm on my way to the meeting,Neutral,Unspecified
74670df2-76d5-40b2-befc-ab1a248432f5,1003,I'm on my way to the meeting,Sad,Unspecified
dc2c30f9-791c-4c12-b5b1-15f15e8b47c5,1003,I think I have a doctor's appointment,Anger,Unspecified
0a14a27a-225f-4c07-bf3b-bcec571e7f9a,1003,I think I have a doctor's appointment,Disgust,Unspecified
295fc9c4-dcbc-4015-bc45-94c60daa8077,1003,I think I have a doctor's appointment,Fear,Unspecified
f31ea00a-9449-4df7-bf2f-2c71f38188d4,1003,I think I have a doctor's appointment,Happy/Joy,Unspecified
86c752d6-d88a-4bb4-b575-f51e651495ee,1003,I think I have a doctor's appointment,Neutral,Unspecified
03761cf8-ac6d-45aa-ad00-77a3d47d3015,1003,I think I have a doctor's appointment,Sad,Unspecified
025afc07-8310-4138-9c43-ca17c85d1b63,1003,I think I've seen this before,Anger,Unspecified
cece210e-5318-401b-b0fb-3e16acc4dffe,1003,I think I've seen this before,Disgust,Unspecified
2c412b28-d59f-4615-8ab3-308282aec5f9,1003,I think I've seen this before,Fear,Unspecified
1b85be15-c34c-42e2-919c-499a37b27e89,1003,I think I've seen this before,Happy/Joy,Unspecified
39d21e4e-f02b-4bcc-8c3d-fd10a38345a5,1003,I think I've seen this before,Neutral,Unspecified
4f031221-e283-4b0b-9d70-b1aa0698c29f,1003,I think I've seen this before,Sad,Unspecified
efc13e54-d8d7-44f9-a007-c689103741ad,1003,I would like a new alarm clock,Anger,Unspecified
954ad78a-ab2d-4337-8c4b-1a7d0b38f6b7,1003,I would like a new alarm clock,Disgust,Unspecified
11bba403-c079-437d-97ec-9134fdef9c61,1003,I would like a new alarm clock,Fear,Unspecified
867f294f-940e-4ada-ae37-74f797b271eb,1003,I would like a new alarm clock,Happy/Joy,Unspecified
d1633fcf-3bf6-4d44-ac40-c7e4e8d408c3,1003,I would like a new alarm clock,Neutral,Unspecified
b34c677e-a7f5-4af8-8970-e1a38f81c593,1003,I would like a new alarm clock,Sad,Unspecified
d8cf0ce0-f884-4bc5-ae6a-da1daf7a43f1,1003,I wonder what this is about,Anger,Unspecified
704fb69a-d038-4f02-a145-4ebf3292b089,1003,I wonder what this is about,Disgust,Unspecified
577907ef-8775-4e05-8c0a-185513146808,1003,I wonder what this is about,Fear,Unspecified
46d96b47-e160-40ad-9126-377e40aefe8a,1003,I wonder what this is about,Happy/Joy,Unspecified
24984a4b-ed79-4393-92d9-f472b8d9035e,1003,I wonder what this is about,Neutral,Unspecified
6d5940b5-1d1f-414c-b37a-57295841ebf3,1003,I wonder what this is about,Sad,Unspecified
2a498d32-f9e9-437d-82c6-1d4613c55ca1,1003,Maybe tomorrow it will be cold,Anger,Unspecified
e8e15801-72f9-4d16-bb64-4ca379971da2,1003,Maybe tomorrow it will be cold,Disgust,Unspecified
da866969-6981-4a71-89b9-6a1791098c80,1003,Maybe tomorrow it will be cold,Fear,Unspecified
a86a5c5c-46cc-47a9-adb0-97360240daa7,1003,Maybe tomorrow it will be cold,Happy/Joy,Unspecified
8ea937a6-7de6-404a-9e14-e523007c08b7,1003,Maybe tomorrow it will be cold,Neutral,Unspecified
75e58c2b-6dac-478a-b6d1-52fdc2f67540,1003,Maybe tomorrow it will be cold,Sad,Unspecified
61aba509-8a67-4956-b8dd-aa410e91606b,1003,The airplane is almost full,Anger,Unspecified
a5e5eeb1-7cbb-4fe6-9e62-96682dd7afe5,1003,The airplane is almost full,Disgust,Unspecified
c1f9bd3f-14bb-4945-a8c4-dbab3e1b1305,1003,The airplane is almost full,Fear,Unspecified
6b43beb8-0f35-4d50-b515-eeeb349143d8,1003,The airplane is almost full,Happy/Joy,Unspecified
597be98f-705b-4c1c-bf5e-51725dcff295,1003,The airplane is almost full,Neutral,Unspecified
796e8d03-6f58-4883-9462-8090074c0428,1003,The airplane is almost full,Sad,Unspecified
e5050771-64d5-40c1-84d1-699e73c1aaec,1003,That is exactly what happened,Anger,Unspecified
7669799f-860c-496f-9377-1a02a105487c,1003,That is exactly what happened,Disgust,Unspecified
78da52c6-7f5c-4d8a-a606-a2d900f94e64,1003,That is exactly what happened,Fear,Unspecified
3ae2a6f1-ed9d-49d7-8360-df88483c7518,1003,That is exactly what happened,Happy/Joy,Unspecified
4a525ee4-914f-4212-a293-d9eccca0ec59,1003,That is exactly what happened,Neutral,Unspecified
e274f191-6127-493b-bf2c-1174eb28aed5,1003,That is exactly what happened,Sad,Unspecified
58e130ad-5ba3-4266-8602-40f28aff4cec,1003,The surface is slick,Anger,Unspecified
b10f9d4e-814c-4dee-a366-582100ff31bd,1003,The surface is slick,Disgust,Unspecified
c2eb1cc8-6d9c-4b63-8d73-e252fd66a125,1003,The surface is slick,Fear,Unspecified
a097c823-e79c-4a75-918e-adcf46e1d5aa,1003,The surface is slick,Happy/Joy,Unspecified
2a2aca47-71c2-4eda-a3f1-0e904bf64deb,1003,The surface is slick,Neutral,Unspecified
c65a27ae-1235-4dbf-9950-64447ebf037a,1003,The surface is slick,Sad,Unspecified
70e0f1be-10c9-4bd3-9db5-00116ccc034c,1003,We'll stop in a couple of minutes,Anger,Unspecified
bbe06fa4-7bc7-41ae-a448-ea406726eda9,1003,We'll stop in a couple of minutes,Disgust,Unspecified
5b139327-e951-4646-b219-ae404a81c10e,1003,We'll stop in a couple of minutes,Fear,Unspecified
b6333c19-d979-4889-9799-70c7e1f5125e,1003,We'll stop in a couple of minutes,Happy/Joy,Unspecified
8c548d3e-eba1-4e50-8ee6-1e15936a3aff,1003,We'll stop in a couple of minutes,Neutral,Unspecified
a4178012-446f-4fe4-8811-0d2428af67b7,1003,We'll stop in a couple of minutes,Sad,Unspecified
0f1b8c84-6e9f-4842-a97a-f53c233d0e6a,1004,Don't forget a jacket,Anger,Unspecified
c231ddc4-756d-421e-8683-317a8fa0b7e4,1004,Don't forget a jacket,Disgust,Unspecified
c5c31059-1bfe-42dc-9f8e-8d9879c86320,1004,Don't forget a jacket,Fear,Unspecified
5c25a1ee-b1e0-4f10-8720-07e90dbbe953,1004,Don't forget a jacket,Happy/Joy,Unspecified
e01d3a43-3af2-4500-8b0c-e4dbaf8a43ed,1004,Don't forget a jacket,Neutral,Unspecified
d7f57d50-8333-447d-9547-370d942c6ff8,1004,Don't forget a jacket,Sad,Unspecified
324dabbe-06c4-4e3b-90d0-5ff5887b3fa9,1004,It's eleven o'clock,Anger,High
12ca1dae-4c55-4ea7-a359-4734910fa805,1004,It's eleven o'clock,Anger,Low
90b25daa-ff17-49df-977b-91ce359eb3bf,1004,It's eleven o'clock,Anger,Medium
5b685654-4c11-41ed-a262-f6f87903617e,1004,It's eleven o'clock,Disgust,High
6b4c5184-5de4-4789-8939-02f578847cfb,1004,It's eleven o'clock,Disgust,Low
cb6342ee-5877-4760-9578-3514792b4cae,1004,It's eleven o'clock,Disgust,Medium
899f887c-5689-4e95-9f2f-1a2aac1e9230,1004,It's eleven o'clock,Fear,High
c425056e-fd40-4233-8ba1-c4b96f8919d0,1004,It's eleven o'clock,Fear,Low
4b60b8fc-2f01-4fff-b265-2a5a22a66d0d,1004,It's eleven o'clock,Fear,Medium
7cdc7ceb-e649-41b5-98bc-229c75e656cb,1004,It's eleven o'clock,Happy/Joy,High
23b15c30-9e72-42e7-bd42-c93b51deb369,1004,It's eleven o'clock,Happy/Joy,Low
cf967114-218a-4a84-8404-79ba458bb967,1004,It's eleven o'clock,Happy/Joy,Medium
a9ce8e7e-13aa-45ff-9ea9-60781bd5b59c,1004,It's eleven o'clock,Neutral,Unspecified
0a7fcdf8-77a2-4501-94e5-03db855909db,1004,It's eleven o'clock,Sad,High
9ed7101e-ae90-41da-b8a4-b64398c97081,1004,It's eleven o'clock,Sad,Low
8bd72c2b-d2a7-408a-8480-ea8f113d731e,1004,It's eleven o'clock,Sad,Medium
1f1de972-c8ae-4eb6-ac8a-c55c50d76c17,1004,I'm on my way to the meeting,Anger,Unspecified
c8965d55-e931-4426-8eaa-30d858081dc4,1004,I'm on my way to the meeting,Disgust,Unspecified
65bb34da-331e-4397-bd90-58f38cbf783e,1004,I'm on my way to the meeting,Fear,Unspecified
8f3fd57e-2824-4f80-a424-3a7789c7a9e2,1004,I'm on my way to the meeting,Happy/Joy,Unspecified
573785ea-041f-4881-84ba-edb080dbf8c6,1004,I'm on my way to the meeting,Neutral,Unspecified
01d13437-7d69-4b1b-a968-8443aee1a2cf,1004,I'm on my way to the meeting,Sad,Unspecified
cc609897-6ee9-4d0b-85c1-425a829294ae,1004,I think I have a doctor's appointment,Anger,Unspecified
